,occ_llm
703,depachef
705,lokmast.
4877,hhradsh.
4888,e: jagm.
4837,bankdir.
176,osteopat
1280,gruvtjm.
1164,borrsmed
4901,kyrkohe.
4902,hohandl.
4864,kallarm.
13,forsalj.
5173,smaltare
134,brefbar.
244,hemskola
4912,sagv.-ag
1028,garvarm.
1111,kustvakt
5099,sysloman
4910,vagnkarl
1260,gruvarb.
1316,sagagare
4918,volontar
5181,f. major
66,vardinna
264,bilmont.
5015,gjut.-m.
5130,klockare
4860,tandlak.
4853,bagarem.
1069,kondukt.
1080,bilagent
4834,med. lic
4881,f. d. ap
4884,kopparsi
4885,hofpred.
4973,Ofvering
4974,massagor
4936,komm:nar
5068,handelsr
960,bilfors.
1001,inkopare
5211,teknolog
5180,kalkbruk
1135,vagbygg.
1147,konserv.
4952,med. 1.c
4977,sergeant
273,borsomb.
4805,litograf
4867,skraddm.
4897,haradsd.
4883,bokhandi
137,forgyll.
5016,f.d.red.
4942,bokha 1.
580,lag.-ag.
407,brevbar.
4960,lojtnant
5091,direktor
5094,skadesp.
5074,handlare
156,klampare
548,hokball.
578,tvattare
4905,bohandl.
340,valsmast
4844,jarnarb.
4835,konstnar
5101,stadslak
233,marining
4964,kon- sul
4965,bokbindm
5014,grufarb.
5018,skeppare
5048,e. jagm.
4992,myntdir.
4993,skogsman
178,kafevard
472,pressare
204,lansass.
4899,mejerist
639,namdeman
4938,bankd'r.
4886,stadsnot
5102,overlage
5066,vardshus
5030,vagmast.
4858,polisman
5011,civiling
424,frisorm.
444,sparvakt
531,hytting.
532,jordarb.
4836,lansman.
39,fondchef
686,martinm.
60,klockgj.
4840,bankrev.
299,garvtek.
265,bryggag.
285,fargarb.
4976,tamligen
4956,4 handl.
5158,registr.
5159,e larare
5192,f. d. sl
289,dirigent
294,orgelst.
728,fyrbitr.
4913,slaktare
576,i Fager-
4831,f. bokh.
285,byratjm.
4875,kyrkvard
449,hembag:a
4991,balettm.
831,kordrang
240,sk. torp
215,brigador
216,destill.
204,stadisil
143,blecksI.
148,knjedir.
165,ritlar:a
181,alderman
67,korgarb.
4921,lojinant
5083,inspekt.
4924,husagare
5100,tradgard
4808,afsynare
4903,f. d. le
383,befrakt.
839,agobruk.
4845,leg.-rad
5031,postmast
178,bagerska
4923,domprost
198,tapetsor
71,smorexp.
78,hofmast.
94,bergass.
5,ritbitr.
5043,banktmj.
5092,guldarb.
5118,fabr. J.
4983,f. d. ry
5064,Forvalt.
5065,banktjm.
4906,ofversie
4926,aktuarie
13,mossmak.
127,mudderm.
4914,slaktarm
5002,modellor
424,reseing.
448,godsvakt
5028,iojtnant
502,livinsp.
42,sackarb.
5160,sedeltr.
5161,stufvare
5089,f. lar:a
776,grasmark
5058,virkesh.
4856,exportor
4832,kallarem
4892,korresp.
5020,f. insps
5036,f. ryttm
4859,sokapten
4838,f. disp.
4839,godseier
4804,chauffor
4852,hamnlots
4846,akaranka
4966,omb.-man
49,borsdir.
4968,otverste
4953,vafmast.
4954,landtbr.
4955,arbetare
5073,gastgifv
4880,civilng.
580,oljearb.
5039,fabr'kor
4894,sem.-adj
5010,ombudsm.
5119,pianist.
314,surveyor
470,broinsp.
5129,kallarm:
4812,musikdir
4813,kladesh.
5207,faltskar
475,sagform.
5108,ansvarig
4826,hofapot.
4975,uppb.-m.
5131,hoflakej
5164,tulldir.
52,hissing.
5157,fif. d:r
386,spinnare
5202,loitnant
5203,landthr.
5072,maskiner
527,stadsbud
562,hamnchef
4978,ofvers!e
321,bankchef
207,provisor
4995,hoffurir
5186,bryggare
5076,kalligra
5093,f. d. ak
5038,redaktor
5023,tekniker
4967,verksag.
5001,akeriag.
5095,timmerm.
4873,statsrad
4818,tryckeri
596,overass.
229,myntarb.
5109,sadelmak
5055,kartred.
195,hissarb.
5142,handelsf
4962,regissor
4950,kammarj.
370,kantsag.
373,f. lokf.
5135,buntmak.
4933,byrachet
5210,snickare
5051,majorska
92,fabr.-m.
125,gatlagg.
5150,med. d:r
5124,fanggev.
477,riterska
4847,maskinm.
413,batbygg.
4857,f. d. se
5188,sjokant.
515,mathall.
5067,skom.-m.
4830,argronom
5088,apoteker
5148,hem.-ag.
5086,rgtsint.
5179,Teol d:r
297,flyging.
5156,masklnm.
5127,snyggar.
402,stenarb.
4816,Postexp.
4821,gastgif.
5187,loj'nant
4944,t. d. re
4904,bankt'm.
64,saginsp.
4863,f. d. tj
4850,guldsmed
5078,konsult.
744,overdir.
5197,byraass.
5079,grossh..
5019,kaféidk.
5027,grufing.
5136,rantmast
5137,ingenior
829,hyttarb.
832,brukstjm
816,hemmason
5024,fil. lic
4990,sotarem.
5060,skeppsr.
196,vagfogde
5199,bryggeri
5201,1:e bokh
382,stalsyn.
337,milbokh.
5195,arkitekt
5116,hofr.-n.
5123,stadsing
5045,jur. d:r
5151,platsag.
4815,posttjm.
4900,stadskom
4969,gardsag.
4971,skulptor
5117,tobaksh.
4963,skradare
4949,Resinsp.
205,fyrmast.
214,lifinsp.
4935,vagnmak.
643,instrum.
644,f. banv.
5162,filh.-m.
296,malmarb.
52,vicevard
4940,k. sekr.
4925,kapellm.
418,kioskag.
4946,hohandI.
5120,forest:a
16,hamnarb.
5209,ofverktr
388,servitor
450,sag.-ag.
475,handtbr.
442,godsarr.
500,masmast.
4866,papperh.
803,parkarb.
745,vagnrep.
4843,byrachef
101,hovbokb.
103,borschef
5145,pramvarv
109,gipsarb.
4841,skeppsh.
30,arkivrad
0,hovr-rad
83,postass.
5029,e. O. tj
5090,postexp.
745,vavlar:a
5080,tand'ak.
4849,kafeidk.
4934,f. d. sj
5113,sockerm.
4809,schaktm.
5126,v. konsu
1370,gruving.
4931,homoopat
5165,mobelsn.
55,hembitr.
5044,f. d. br
514,hofslag.
4829,faltlak.
4823,bergsman
4907,ofverste
605,museiman
4915,kommiss.
4928,droskag.
87,spec.-h.
5194,bruksag.
192,tomtkarl
5017,lagguver
100,bantj:m.
177,mattpal.
190,stadstj.
435,magister
5125,f. d. ag
5106,banktim.
5026,bokb.-m.
4979,urmakare
161,korkarb.
182,polerare
537,banmast.
4851,garfvare
75,exekutor
4917,reg:lak.
5096,arkltekt
5056,kokschef
5177,ingenjor
415,reparat.
394,ogonlak.
406,masterl.
5251,asyllak
5460,student
627,bussag.
641,oversk.
296,skattm.
5307,attaché
5362,amunens
5275,fil d:r
466,sekret.
5414,bitrade
5447,landtb.
590,spedit.
5476,lifkusk
5477,korrsp.
66,jarnarb
5337,f. dir.
68,bagann.
5336,regist.
5409,bokhall
5257,farmare
5425,konsth.
5424,styckj.
542,farjman
461,lokrep.
5377,portier
25,rorarb.
364,damskr.
234,vaktman
254,steward
255,akeriag
57,saucier
5311,llojtn.
5479,korsnar
709,harads-
721,hush :a
5401,skollar
5497,slussm.
5437,marint.
319,repres.
5226,tuliktr
5465,lektorn
5262,vagning
5348,borstb.
5312,saljare
202,slipare
5485,segels.
5484,fiskal.
628,revis r
5227,fargare
5218,vicomte
5232,konsul.
5308,dispon.
5273,urfabr.
5446,musiker
5399,kapellm
5309,filarm.
5397,siarbh.
5263,musikl.
618,banvakt
5468,jordbr.
5316,traktor
5388,overste
5326,belgisk
5321,pianist
5274,advokat
5222,*kand.*
5394,banktjm
5345,stadsl.
5298,tjm. M.
5255,hotelly
5304,bryggm.
5453,bygggm.
1064,tvinnm.
1077,traddr.
678,grufag.
5359,slojdl.
5371,kyrkoh.
526,lantbr.
5444,godsag.
5220,underof
448,maskin.
457,kalkyl.
5436,a.-chef
5233,mals-m.
5469,bagarem
5491,forfatt
5464,rektorn
5462,befalh.
2,kapph:a
603,redakt.
5427,kollega
5380,ryttare
202,jordag.
5391,lagerm.
597,gransr.
598,glasbl.
5340,resande
5252,iojmant
5417,sadelm.
5375,hembag.
5335,bankd'r
5367,baorare
5419,guldmed
602,guldsm.
5279,baning.
5245,kafeidk
111,predik.
5295,operas.
5390,d:rinna
525,simlar.
536,kafeag.
338,tim.-ma
5389,med d:r
5387,adjunkt
5253,ciselor
5413,intend.
5334,kainrer
5270,direkt.
5382,bag.-m.
17,korkarl
5438,kapten.
5346,dentist
5294,tapets.
696,flygare
5256,kommin.
115,batfor.
5451,tegelm.
5229,tryckm.
186,drogist
208,export.
5310,malagm.
5339,kalarm.
11,murarm.
5385,apotek.
5338,civing.
5398,inkass.
5261,rattare
5496,ing. O.
98,korpral
5228,tillsk.
5231,studer.
23,foderh.
743,tygskr.
5302,gymnast
5404,bruksag
5280,sangl:a
5265,minuth.
766,landsf.
5412,e jagm.
5369,fyring.
5429,hyrkusk
5219,stads1.
5434,malarm.
5350,modeh:a
5320,vafvare
5286,bokfor.
142,fabrikr
5405,kyrkov.
5317,torpare
5319,planbok
5400,bagarm.
5247,general
5493,garivar
5459,k|amrer
114,kurator
5221,gartner
5478,roteman
5300,jagmast
152,borgm:a
5392,styrman
11,brovakt
5260,bruksp.
5452,sjukhem
5246,foograf
5356,stand:a
323,jarnsv.
5475,flaskh.
5353,kaffeh.
5272,hoffot.
5373,attache
490,forster
492,fil. dr
5406,gardsag
5239,forvalt
5301,akerbr.
5368,arrend.
75,svetsm.
5314,fiskare
5315,badlak.
354,emaljor
5291,omyidig
5327,f. R:m.
5328,sangare
418,mastare
139,traarb.
5357,marinl.
5349,stallm.
5449,landsh.
5402,polisk.
5341,likvid.
303,hrandı.
5480,landsho
183,dragare
5342,formare
34,uppkop.
5324,optiker
5325,laderh.
340,linneh.
5443,kvarnm.
5351,grundl.
5470,omb.-m.
5281,lojnant
5282,landbr.
72,lindare
5278,handels
810,baring.
5343,ombudsm
5224,fagelh.
5240,sprakl.
5410,ofverl.
5363,v. d.r.
379,finbag.
381,vaflag.
5473,grefv:a
5267,hofratt
5242,kronof.
205,skroth.
5416,badint.
32,hardare
5259,styckm.
5471,pianoh.
5303,svarfv.
5472,gjuteri
384,pressm.
398,vinexp.
438,verkin.
5305,rentier
906,typogr.
5456,spinnm.
5354,landsk.
186,drejare
5292,mal.-m.
5293,stuvare
5288,haradsh
5254,underl.
5287,landtm.
94,kemiker
237,kopiem.
255,gjutare
171,flaggm.
5276,tj.-man
5393,polism.
327,stentr.
355,kabelm.
6,lok.-m.
9,telegr.
5408,mobelh.
5268,linjem.
5269,forest.
5318,sotarm.
235,valsare
239,bankof.
242,orgeln.
246,rep.-f.
267,gebbgj.
277,ak.-ag.
293,desint.
307,fyrvakt
5498,harpist
502,kommiss
5489,agronom
62,senator
5445,skomak.
5395,tomtag.
5396,medarb.
318,driftm.
494,forsalj
5488,lansman
5329,loymant
5439,assist.
5381,stadsb.
236,frasare
1021,biodir.
1030,frisorm
5378,omyndig
5289,notarie
5455,lokfor.
5264,elektr.
519,sakfor.
5421,maklare
5430,tranare
528,kvrkoh.
5492,bandir.
5236,konsult
5237,tyging.
5422,stadsf.
5386,frukth.
5474,verk'm.
5248,verk m.
5454,perukm.
801,skogsf.
5241,e apot.
981,hyvelm.
203,bankman
5441,jungman
5448,segelm.
5433,auditor
31,galbgj.
538,skatare
45,kolarb.
5238,brukare
5250,platsl.
419,kondit.
5457,smedsm.
5458,resmbud
5355,handskm
5344,kronol.
5225,larar:a
199,banarb.
5361,hyrkoh.
180,bilrep.
5364,samskm.
5365,ernsatt
5442,f. red.
5331,mjolkh.
5217,tl. d:r
157,tvattm.
5420,stadsn.
5249,amanues
5234,vaginsp
5235,skradd.
5423,hemmag.
214,lansass
5216,bondson
5358,fabrik.
489,krykoh.
5297,malarem
1322,skogsm.
5322,bildh:a
5482,f.insp.
5313,o-insp.
5266,tapeth.
5490,grossn.
603,cellist
5440,revisor
5243,hofint.
5426,malar:a
359,forn an
5379,bankdir
1267,sagarb.
1335,ver.zm.
5244,stadsm.
381,skoarb.
406,ofverm.
5258,grossh.
322,vallare
330,kronoj.
331,sjuksk.
347,entrep.
5366,husag:a
5428,jasabr.
5450,brandm.
5403,kallarm
5372,istern.
5360,musikh.
423,fotogr.
5296,banktj.
5487,bergsm.
5290,skinnm.
448,tygarb.
28,officer
5418,handl..
5494,sotarem
772,lokeld.
5333,reseag.
5435,forstm.
5466,kamrer.
72,bokhah.
5284,kammarh
5285,skinnh.
5271,svamph.
5306,slaktm.
5323,lansnot
5299,hyflare
0,ritlar.
753,ortoped
5628,prof:a
342,kerist
409,skarm.
412,advok.
445,furste
444,barnen
358,kyrkv.
370,ingsp.
5623,kaplen
72,tandı.
78,tand..
533,sagag.
5714,frisor
5673,kotth.
262,nanđl.
5555,Kamrer
126,salsm.
5633,lojtn.
5624,kapton
522,h.-ag.
286,solsm.
287,utkor.
252,stmst.
5666,fyring
5601,artist
80,hallm.
5532,geodet
461,diakon
5646,forman
436,hamdl.
5606,direk.
687,eldare
22,overm.
724,journ.
727,iojtn.
5602,veter.
5617,Rektor
689,brytm.
5707,borgm.
141,skolf.
153,instr.
5579,arbet.
5563,endent
219,skriv.
5696,hertig
447,kassur
5716,loj.n.
739,skjut.
749,drang.
96,nandi.
5712,ryttm.
5548,samskr
5,kardm.
5616,byggm.
5669,stenh.
5653,nandl.
5546,hattm.
5541,kapien
480,hyggm.
437,labor.
5645,gjutm.
5694,stufv.
5686,e lar.
5685,skoll.
173,m. fl.
180,protok
5507,prakt.
710,portv.
759,brodos
801,beredn
1235,odlare
1230,lanbt.
5677,apotek
5618,loottn
5697,fiskh.
5651,stadsn
5581,gravor
5580,torgh.
5537,hand!.
61,brefb.
5508,tjman.
966,lantm.
721,kass.a
5518,murare
5709,patron
5718,bildh.
5713,omynd.
5526,kassar
5690,kontr.
5538,Kapten
5684,boktr.
5691,kyrkos
5692,/ dir.
5572,ofvste
5571,greive
5534,rantm.
594,exped.
5668,varum.
5649,arrend
5724,larare
527,handł.
506,f. ob.
5700,envoyé
5573,expert
5500,sjoman
5596,kapten
5676,geolog
5634,slakt.
5575,casino
5520,kantor
5519,dokt:a
404,hyttm.
5598,radman
5648,kopman
205,postv.
5561,glasm.
5639,barnm.
691,soldat
802,handı.
5658,badlak
5641,massor
5607,lansv.
5574,faktm.
5544,rabbin
153,kass:a
186,fanrik
5543,doktor
5569,handI.
5565,hemag.
73,tandt.
90,satsm.
292,scenm.
5513,Handl.
5512,jarnh.
5681,rytim.
5626,envoye
5608,markis
5501,lo tn.
5545,lamph.
5701,snick.
5515,hand).
684,tulln.
636,landf.
5699,grossh
5698,kirurg
5584,audit.
5667,bryggm
206,snorm.
146,dekor.
67,packm.
5726,fil. d
5705,mejeri
181,repsl.
5619,fdtgr.
5650,hamnm.
5643,gastg.
5620,lansm.
5586,konsu.
368,pappm.
5594,sparb.
5660,stath.
593,styrm.
5562,arkit.
5683,hamnf.
5638,mynth.
5647,malare
701,aboson
465,smalt.
478,statm.
5725,vaster
666,press.
652,mejer.
5587,kadett
12,boklt.
5516,pastor
14,dykare
5597,fondm.
5506,glash.
5528,ksasor
67,forf:a
5583,dansor
5637,garnh.
207,krukm.
5576,ladies
5682,tj.-m.
5708,amiral
5502,marinl
5605,juvel.
5604,bagare
57,maltm.
5531,troken
5530,mekan.
5529,lektor
5679,buntm.
5678,loitn.
5514,kypare
5593,hand!:
5592,blekm.
5589,docent
5661,handl:
5511,assist
5509,majors
5560,hand}.
5559,modeh.
5578,kamrer
5577,mjoln.
30,lopare
51,reseh.
5703,tandi.
5702,verkm:
5611,verkm.
5599,pantl.
5654,montor
5664,teckn.
5630,kemist
5723,bankir
5622,forest
713,lodare
492,tvalm.
5505,lansn.
5717,husag.
5721,handl.
5715,vaktm.
5636,Doktor
5503,sangl.
5609,rektor
5711,skapt.
5695,konsul
5547,.insp.
5642,banklr
5554,lagman
5614,tandl.
137,isarb.
5582,Postm.
5670,ingen.
5627,etsare
5523,lakare
5621,konsu¹
5551,gref:a
5549,rotem.
5525,handi.
569,kolare
572,batman
1258,fiskm.
5540,dodsbo
404,redare
5689,rustm.
5688,omb:m.
73,etuim.
5720,domare
5719,ritare
1148,starb.
315,agar:a
5542,bruksb
443,slipm.
5680,lojin.
5687,kassor
5675,garfv.
5663,forste
88,kockm.
151,arkiv.
5674,foren.
5570,fargh.
5656,syssl.
5655,bergm.
5564,urmak.
670,borrf.
5588,smedm.
5672,bagarm
5706,dockm.
5567,biskop
5566,olutk.
5536,modist
5625,gruff.
5671,agron.
743,furman
643,oboist
56,giutm.
57,tunnb.
5635,vagnm.
91,husmor
401,export
404,skepp.
5652,major.
5557,postm.
5556,agent.
217,kruth.
218,murane
6,banktj
245,kopten
5499,turist
113,saltm.
381,skogv.
5553,godsag
5527,fargm.
5558,sparv.
637,handf.
4,filare
586,hnadl.
641,redak.
5644,kyrkoh
10,valsm.
5657,brygg.
5539,koksm.
5504,faktor
5524,lifgr.
5631,kapph.
5629,konsut
5665,postb.
5535,selkr.
5550,hasth.
5552,massos
351,stick.
368,lekt:a
5710,baning
471,sagv.
5781,Insp.
600,kom:r
585,slakt
581,gjut.
5840,Stins
5839,korm.
5838,handI
5837,konsu
5816,b:man
5815,spot.
5833,stud.
540,bok'.
5798,verk.
5799,borgm
5826,tand!
5825,hand}
5789,Fogdo
369,torp.
5760,jegm.
5812,a-che
5845,Prest
5739,vedh.
5731,Bonde
5846,fabr.
5828,tygm.
5761,spang
5762,bergm
5857,lojtn
5818,froh.
5797,kopm.
5785,fanj.
518,h.ag.
5759,kond.
5819,fdtg.
5856,forv.
5802,handi
5811,vagm.
5810,baron
5756,vinh.
5860,bokf.
5754,aktor
5774,major
23,kasse
63,fogde
5814,past.
5813,lar:a
5749,tandl
5783,vafm.
149,sjok.
5734,laxh.
317,skor.
5801,arfv.
5751,firm.
5780,anot.
5779,akare
5831,stins
5807,fdtgr
5805,prost
5804,d.sp.
5752,fory.
5782,mount
286,lekt.
185,vafv.
188,rorm.
195,hovm.
5775,trih.
194,mal:a
190,handh
191,handb
5827,kand.
5841,hand!
5746,bonde
5745,aman.
432,hand?
5786,skoh.
5733,kolh.
5776,prof.
5741,apot.
5855,jagm.
5854,disp.
5790,radm.
5732,jarnh
5795,agare
5836,tj:m.
129,lokm.
257,masm.
136,ridl.
5858,irih.
5748,bitr.
314,prok.
95,furir
25,fyrm.
5832,insp.
5769,bibl.
5770,d :r.
5772,konst
5758,ombud
210,handı
5824,repr.
464,serg.
413,vafl.
416,mask.
5800,B:man
29,fors.
60,dir:s
364,lokf.
5806,maior
5817,brof.
288,expd.
5747,kant.
135,sekr:
5773,glash
269,polis
5822,byggm
26,badm.
408,sjom.
208,faar.
253,d. y.
254,d. a.
255,fisk.
256,fick.
5738,makl.
5735,dokt.
77,hustr
84,sped.
5793,chefs
5820,urmak
14,vavm.
5859,olutk
5808,handl
523,hush.
5788,bokh.
5843,prot.
5842,sekr.
5853,Jagm.
5852,agbr.
5778,barnm
820,sagm.
604,korr.
5740,apet.
5767,hand.
5766,komm.
5765,kapt.
5794,kamr.
5742,magor
402,stuf.
5755,entr.
5757,fargh
789,verkm
834,bruk.
5777,agent
5744,hofm.
136,rorl.
5844,overs
5763,herre
5829,fdtgs
18,tabr.
1125,rekt.
5729,iagm.
663,vetr.
5823,larar
5835,osth.
5830,pred.
5809,forf.
5791,kapen
5768,bokb.
5730,farg.
697,h-ag.
125,befr.
25,form.
5803,gasm.
5821,skoll
5796,seraf
484,banv.
5834,ing..
2,batb.
5736,ombr.
563,tagm.
222,klerk
203,fort.
546,ogent
5848,kont.
498,dısp.
363,prast
5784,skom.
402,drang
35,drr.
5900,gdet
5868,bag.
5920,dip.
36,ass.
662,bok.
5896,adi.
5919,rev.
5912,forv
567,kont
5885,dir.
5880,arr.
5862,tjm.
5914,urm.
5911,fond
258,fil.
260,sth.
263,husa
1173,h-ag
5898,m.h.
5872,lots
5901,prof
5908,aman
5869,m:me
5913,lar.
5892,ferd
218,org.
5875,d rr
14,tabr
5909,ktr.
2,kusk
5864,doc.
5904,exp.
5886,smed
5903,med.
5883,ach.
5902,not.
460,kem.
5874,glog
256,akt.
5907,apot
5887,ark.
5905,disp
5916,jagm
806,d.y.
5876,insp
786,fgt.
456,sekr
154,kon-
5910,tgs.
80,typ.
57,lic.
5877,Kock
5867,adv.
5878,tgr.
5917,arb.
93,rit.
5899,Ing.
5866,pof.
5890,vet.
831,jur.
5893,red.
5882,int.
430,dır.
5865,res.
5884,mek.
507,mur.
5873,chef
5897,adj.
5888,fdtg
5894,lak.
5861,mal.
16,frkn
5895,makl
790,fmt.
5906,st:a
5871,bond
5891,kfde
5915,ing.
5879,d :r
5918,d:r.
379,mej.
5881,tim.
376,jag.
125,a:r
248,d:a
5933,D:r
5930,adj
381,b:n
5923,br.
5934,red
5927,abo
589,ltr
5931,d:r
5928,tjm
5922,dir
5925,tg.
5929,for
5932,ag.
5921,d:o
647,apo
5926,ing
5935,po
452,ag
357,dr
